post,time,image,num of likes,num of comments,comments 
"TINGNAN: Nagsagawa ng afternoon cleaning operation ang mga kawani ng Dagonoy Market, Pampanga Market, at Central Market ngayong araw ng Lunes, July 26.

#AlertoManileno",2021-07-26 16:30:34,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/224146512_1166188873865800_4496354810191074160_n.jpg?_nc_cat=108&ccb=1-4&_nc_sid=8024bb&_nc_ohc=AX7MaWB7TIQAX-rtXcF&_nc_ht=scontent.fmnl9-1.fna&oh=cb4bbabf8b691cd2b1c8571208180762&oe=61317EBF,134,1,[]
"TINGNAN: Narito ang naging sitwasyon sa iba't ibang vaccination sites sa Lungsod ng Maynila ngayong araw ng Lunes, ika-26 ng Hulyo.

Ito'y sa gitna ng magkakasabay na pagbabakuna ng Manila Health Department saHigit pa mall at school sites.

Ilang paalala sa mga magpapabakuna:

Hanggang 7pm ang bakunahan ngayong araw Hinihikayat ang lahat na magtungo sa vaccination sites sa iba pang mga oras upang makaiwas sa siksikan. Nais po naming matiyak ang kaligtasan ninyo.

Dalhin ang inyong QR code para sa verification at huwag pong kalimutang sumunod sa health protocols pagdating sa vaccination site.

Huwag kalimutan ang pagsunod sa health protocols pagdating sa vaccination site.

#AlertoManileno #COVID19PH",2021-07-26 16:00:18,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/224649297_1166217530529601_5808424123613567122_n.jpg?_nc_cat=103&ccb=1-4&_nc_sid=110474&_nc_ohc=w6CWS88k_M0AX8y0AQp&_nc_ht=scontent.fmnl9-2.fna&oh=fd86afabee3e394484be6514337d61b6&oe=613403E3,452,33,[]
"Maaari nang ma-access sa Manila Covax website (www.manilacovid19vaccine.ph) ang vaccination certificate na magagamit sa pag-travel ng mga bakunadong indibidwal sa loob at labas ng bansa. Pagka login ay i-click lamang ang 'My Certificate' upang i-generate ito.

#AlertoManileno #COVID19PH",2021-07-26 15:03:30,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/219390356_1166186623866025_261954444381366813_n.jpg?_nc_cat=111&ccb=1-4&_nc_sid=110474&_nc_ohc=ylgJ4BnJJfsAX9pVqFp&_nc_ht=scontent.fmnl9-2.fna&oh=cc87bed583fd7f676911d346dc605f46&oe=6133BA7F,5884,1204,[]
"PANOORIN: Mensahe ni Manila City Mayor Francisco 'Isko Moreno' Domagoso sa groundbreaking ceremony ng bagong 10-storey Manila Science High School.

#BagongMaynila #AsensoManileno",2021-07-26 14:41:46,,909,47,[]
"LOOK: Manila Mayor Isko Moreno Domagoso inspected the ongoing mass vaccination at the University of Santo Tomas (UST) on Monday, July 26.

Domagoso was joined by Manila Vice Mayor Honey Lacuna-Pangan during theHigit pa launching of the UST Practice Gym vaccination site wherein the city government rolled out about 1,000 doses of first dose COVID-19 vaccine shots

Domagoso and Lacuna-Pangan were welcomed by UST Rector Fr. Richard Ang, O.P., UST Secretary General Fr. Louie Coronel, O.P. among other officials of the university.

(Photos by Christian Turingan and K R De Asis/MPIO)

#AlertoManileno #COVID19PH",2021-07-26 14:30:05,https://scontent.fcrk4-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/225392461_1166169657201055_1577696454474150337_n.jpg?_nc_cat=110&ccb=1-4&_nc_sid=8024bb&_nc_ohc=GVrSLMAwMLIAX-QqwxL&_nc_ht=scontent.fcrk4-1.fna&oh=a35a6d0532bfa3ab34c843fec5187fd1&oe=61310886,1055,26,[]
"COVID-19 MONITORING: Latest coronavirus data in the City of Manila, as of July 26, 2021.

#AlertoManileno #COVID19PH",2021-07-26 14:12:27,https://scontent.fcrk4-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/222912143_1166165433868144_7994402980609899081_n.jpg?_nc_cat=110&ccb=1-4&_nc_sid=8024bb&_nc_ohc=mMS0e6AFvIYAX-Z2YBT&_nc_ht=scontent.fcrk4-1.fna&oh=b78347f02c04e849cf196c1e253094e4&oe=6131999A,478,18,[]
ALERT: Mayor Isko Moreno and Vice Mayor Honey Lacuna inspects UST Vaccination Site,2021-07-26 13:21:38,,370,118,[]
"LOOK: Manila City Mayor Francisco ‘Isko Moreno’ Domagoso led the groundbreaking ceremony for the redevelopment and construction of the new 10-storey Manila Science High School.

Vice Mayor Ma. Sheilah ‘Honey’Higit pa Lacuna Pangan joined Domagoso on Monday, July 26 for the groundbreaking of the new school.

""Today we are going to achieve, two years from now, the perennial problem in our public education system in terms of space, not only in Manila but also in the entire country,"" Domagoso said.

""We build. We vaccinate. We provide jobs. We provide food, money in our mga lolo't lola, estudyante, and so on and so forth. Ito ang inaasahan ng taumbayan sa kanyang pamahalaan,"" the Mayor added.

The construction of the new Manila Science High School is in line with the local government’s plan to modernize the public education sector in the nation's capital.

(Photos by Christian Turingan/MPIO)

#BagongMaynila",2021-07-26 13:00:03,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/225849101_1166128690538485_4486782471761454181_n.jpg?_nc_cat=105&ccb=1-4&_nc_sid=8024bb&_nc_ohc=wCQxY_DtNkoAX9o8zVH&_nc_ht=scontent.fmnl9-2.fna&oh=778fcfd443774d8ef7411f7ec26d7381&oe=613351DC,654,2,[]
"PUBLIC SERVICE ANNOUNCEMENT: Hindi na po tatanggap ng mga indibidwal na magpapabakuna ang ating apat na mall vaccination sites ngayong araw, July 26.

Ito po ay matapos umabot na sa 1,000 na katao ang dumatingHigit pa sa Lucky Chinatown, Robinsons Place Manila, SM Manila, at SM San Lazaro ngayong umaga upang mabakunahan ng first dose.

Maraming salamat po sa inyong pang-unawa.

#AlertoManileno #COVID19PH",2021-07-26 11:59:03,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/220078294_1166104663874221_6092429442485719057_n.jpg?_nc_cat=102&ccb=1-4&_nc_sid=8024bb&_nc_ohc=WCG5PS_wk_EAX9IfCwR&_nc_ht=scontent.fmnl9-2.fna&oh=a3fd8733ba5ada29b701267f197152a5&oe=61349A4E,723,46,[]
"Ang Bagong Manila Science High School!

Redevelopment and construction of the new 10-storey Manila Science High School, handog para sa bawat Batang Maynila.

Groundbreaking ceremony led by Yorme Isko and Vice Mayor Honey.

#BagongMaynila",2021-07-26 11:05:17,,455,110,[]
"TINGNAN: Nagpapatuloy ngayong araw, ika-26 ng Hulyo ang COVID-19 MASS VACCINATION sa lungsod ng Maynila.

MAHALAGANG PAALALA po para sa lahat:

Idaraos po ang pagbabakuna hanggang 7pm. Hinihikayat namin angHigit pa lahat na magtungo sa ating vaccination sites sa iba pang mga oras upang makaiwas sa siksikan. Nais po naming matiyak ang kaligtasan ninyo.

Isasagawa ang FIRST DOSE vaccination ng mga kabilang sa A1, A2, A3, A4, at A5 priority groups sa apat na mall sites.

Kasabay nito ay mayroon ding FIRST DOSE vaccination para naman sa mga kabilang sa A1, A2, A3, A4, at A5 priority groups na gaganapin 18 school sites.

Para sa lahat ng magpapabakuna, ipakita lamang po ang inyong printed waiver form o QR code para sa verification.

Dalhin din ang inyong ID at huwag kalimutan ang pagsunod sa minimum health protocols pagdating sa vaccination site.

#AlertoManileno #COVID19PH",2021-07-26 07:24:12,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/222254951_1165973123887375_4142511846324344673_n.jpg?_nc_cat=104&ccb=1-4&_nc_sid=110474&_nc_ohc=fmgAfQQqsLkAX_Ul48Z&_nc_ht=scontent.fmnl9-1.fna&oh=ae5fc4ce36438ffeb5689276bdf2e97e&oe=613430E3,632,81,[]
"Congratulations, Team Manila!

Narito po ang vaccination data ng ating lungsod as of today, July 25 at 8pm. Pumalo na po sa 1,217,701 vaccine doses ang naiturok na sa ating mga kababayan sa pangunguna ManilaHigit pa Health Department.

Matutunghayan din po ninyo rito ang breakdown ng 23,515 doses ng bakunang na-deploy ngayong araw ng Sabado.

Sama-sama tayo tungo sa tuluyang pagsugpo sa COVID-19 mga Batang Maynila! Maraming salamat po sa inyong patuloy na pakikiisa sa ating #VaccineNation campaign. 🙏🏼

Manila, God first! ☝️ —Mayor Isko Moreno Domagoso",2021-07-25 20:48:22,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/222664191_1165596727258348_6219143074127685674_n.jpg?_nc_cat=101&ccb=1-4&_nc_sid=110474&_nc_ohc=XZZ3TSvOFIUAX9ERwSb&_nc_ht=scontent.fmnl9-2.fna&oh=91bb77d1fa41ddec5a579669b6c5cd88&oe=61334DA2,593,20,[]
"Attention. Please share with your loved ones.

Magpapatuloy po bukas, July 26, ang COVID-19 MASS VACCINATION sa Lungsod ng Maynila.

MAHALAGANG PAALALA po para sa lahat:

Idaraos po ang pagbabakuna hanggang 7pm.Higit pa Hinihikayat namin ang lahat na magtungo sa ating vaccination sites sa iba pang mga oras upang makaiwas sa siksikan. Nais po naming matiyak ang kaligtasan ninyo.

Isasagawa po ang FIRST DOSE vaccination ng mga kabilang sa A1, A2, A3, A4, at A5 priority groups sa apat na mall sites.

Kasabay nito ay mayroon ding FIRST DOSE vaccination para naman sa mga kabilang sa A1, A2, A3, A4, at A5 priority groups na gaganapin 18 school sites.

Para po sa lahat ng magpapabakuna, ipakita lamang po ang inyong printed waiver form o QR code para sa verification.

Dalhin din po ang inyong ID at huwag kalimutan ang pagsunod sa minimum health protocols pagdating sa vaccination site. Maraming salamat po.

Manila, God first! ☝️ —Mayor Isko Moreno Domagoso",2021-07-25 18:43:05,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/225602687_1165535113931176_7787925225354582512_n.jpg?_nc_cat=106&ccb=1-4&_nc_sid=110474&_nc_ohc=bJGybqEDZOYAX_kp6iB&_nc_ht=scontent.fmnl9-1.fna&oh=03889a2920a8dd1cbfe6f2cba9ab9798&oe=61326AE4,1602,437,[]
"LOOK: Manila Traffic and Parking Bureau (MTPB) personnel are seen cleaning up various areas in the city today, Sunday, July 25. They picked up an assortment of garbage and debris that were left in the areasHigit pa that had experienced flooding.

The Department of Public Services (DPS) is the leading unit for clean-up operations, but Manila Mayor Francisco 'Isko Moreno' Domagoso called on other units to help because there is so much to be done ASAP.

#AlertoManileno",2021-07-25 16:13:58,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/218901478_1165475333937154_1231845847896184687_n.jpg?_nc_cat=108&ccb=1-4&_nc_sid=110474&_nc_ohc=RIjuytUYSjUAX-hcm_K&_nc_ht=scontent.fmnl9-1.fna&oh=9b591f375c9f097aac21b1147b13ec23&oe=6134ACD7,524,24,[]
"PUBLIC SERVICE ANNOUNCEMENT: Hindi na po tatanggap ng mga indibidwal na magpapabakuna ang Robinsons Place Manila ngayong umaga, July 25.

Ito po ay matapos dumating ang sapat na bilang ng tao sa kanilang mga mall na nais na mabakunahan ng first dose.

Maraming salamat po sa inyong pang-unawa.

#AlertoManileno #COVID19PH",2021-07-25 11:49:27,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/223132488_1165366113948076_7229400107000204761_n.jpg?_nc_cat=106&ccb=1-4&_nc_sid=110474&_nc_ohc=QAy-ZrgVnG4AX9PS5mr&_nc_ht=scontent.fmnl9-1.fna&oh=474fa94e5cfe697ace0cbee69c35c76b&oe=61341E93,703,58,[]
,2021-07-25 08:56:33,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/222049663_1165286040622750_6146247328595148070_n.jpg?_nc_cat=111&ccb=1-4&_nc_sid=110474&_nc_ohc=nAB-smvN_XUAX_ZsbOQ&_nc_ht=scontent.fmnl9-2.fna&oh=b568b3a4ea8b526620779ecae6cf1586&oe=61319856,621,66,[]
"PUBLIC SERVICE ANNOUNCEMENT: Hindi na rin po tatanggap ng mga indibidwal na magpapabakuna ang Lucky Chinatown Mall ngayong umaga, July 25.

Ito po ay matapos dumating ang sapat na bilang ng tao sa kanilang mga mall na nais na mabakunahan ng first dose.

Maraming salamat po sa inyong pang-unawa.

#AlertoManileno #COVID19PH",2021-07-25 08:33:12,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/222154226_1165276857290335_6541716748802441263_n.jpg?_nc_cat=109&ccb=1-4&_nc_sid=110474&_nc_ohc=RoDA75HtLHgAX_CRISw&_nc_ht=scontent.fmnl9-2.fna&oh=cc601383e9642fd872a0a54dabdb41d5&oe=613306BE,459,31,[]
"PUBLIC SERVICE ANNOUNCEMENT: Hindi na po tatanggap ng mga indibidwal na magpapabakuna ang SM Manila at SM San Lazaro ngayong umaga, July 25.

Ito po ay matapos dumating ang sapat na bilang ng tao sa kanilang mga mall na nais na mabakunahan ng first dose.

Maraming salamat po sa inyong pang-unawa.

#AlertoManileno #COVID19PH",2021-07-25 08:08:45,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/221919316_1165265623958125_5280434360640801964_n.jpg?_nc_cat=111&ccb=1-4&_nc_sid=110474&_nc_ohc=dyhmX3NUFusAX_zguuc&_nc_ht=scontent.fmnl9-2.fna&oh=78cd593e3c8314e58b1900b8642e44fb&oe=61328B84,844,120,[]
"Congratulations, Team Manila!

Narito po ang vaccination data ng ating lungsod as of today, July 24 at 9pm. Pumalo na po sa 1,194,182 vaccine doses ang naiturok na sa ating mga kababayan sa pangunguna ManilaHigit pa Health Department.

Matutunghayan din po ninyo rito ang breakdown ng 37,134 doses ng bakunang na-deploy ngayong araw ng Sabado.

Sama-sama tayo tungo sa tuluyang pagsugpo sa COVID-19 mga Batang Maynila! Maraming salamat po sa inyong patuloy na pakikiisa sa ating #VaccineNation campaign. 🙏🏼

Manila, God first! ☝️ —Mayor Isko Moreno Domagoso",2021-07-24 22:04:20,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/217062066_1164987037319317_705242370323359258_n.jpg?_nc_cat=109&ccb=1-4&_nc_sid=110474&_nc_ohc=DBm1RItSRokAX82WDOJ&_nc_ht=scontent.fmnl9-2.fna&oh=c405df76e7e6f8fd91fdb319f8e1a346&oe=6130F248,574,37,[]
"BUSINESS ALERT: SM City Manila and SM City San Lazaro announced that overnight parking charges are waived on Saturday, July 24.

Both malls said that this is to accommodate ""those who wish to seek temporary shelter"" affected by the heavy downpour.

#SMAnnouncements #AlertoManileno",2021-07-24 21:35:52,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/221837854_1164971550654199_7317665561010531833_n.jpg?_nc_cat=103&ccb=1-4&_nc_sid=8024bb&_nc_ohc=uSqW67QFeD8AX9yhztb&_nc_ht=scontent.fmnl9-2.fna&oh=7f8e4dd98d61f7b5806ca22cd38054ae&oe=61320E85,896,26,[]
"BUSINESS ALERT: Robinsons Place Manila announced on Saturday, July 24, that it is waiving its overnight parking amid the inclement weather.

The mall management said that its mall hours will be until 9pm whileHigit pa its supermarket will be at 10pm.

Free charging of cellphones, gadgets, and rechargeable lamps, as well as free connection to the mall's wifi may be availed by its customers.

#AlertoManileno",2021-07-24 18:05:04,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/223712209_1164872030664151_3063783716843478145_n.jpg?_nc_cat=104&ccb=1-4&_nc_sid=8024bb&_nc_ohc=7tsRyUIQR9kAX940svB&_nc_ht=scontent.fmnl9-1.fna&oh=471880738746133470c8ac33c4ff2b87&oe=6134B085,639,9,[]
"Attention. Please share with your loved ones.

Magpapatuloy po bukas, July 25, ang COVID-19 MASS VACCINATION sa Lungsod ng Maynila.

MAHALAGANG PAALALA po para sa lahat:

Idaraos po ang pagbabakuna hanggang 7pm.Higit pa Hinihikayat namin ang lahat na magtungo sa ating vaccination sites sa iba pang mga oras upang makaiwas sa siksikan. Nais po naming matiyak ang kaligtasan ninyo.

Isasagawa po ang FIRST DOSE vaccination ng mga kabilang sa A1, A2, A3, A4, at A5 priority groups sa apat na mall sites.

Kasabay nito ay mayroon ding FIRST DOSE vaccination para naman sa mga kabilang sa A2 at A3 priority groups na gaganapin 18 school sites.

Para po sa lahat ng magpapabakuna, ipakita lamang po ang inyong printed waiver form o QR code para sa verification.

Dalhin din po ang inyong ID at huwag kalimutan ang pagsunod sa minimum health protocols pagdating sa vaccination site. Maraming salamat po.

Manila, God first! ☝️ —Mayor Isko Moreno Domagoso",2021-07-24 17:13:13,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/224141118_1164848923999795_3510520711708368696_n.jpg?_nc_cat=108&ccb=1-4&_nc_sid=110474&_nc_ohc=AR-Qkv5a_UEAX9QSYqB&_nc_ht=scontent.fmnl9-1.fna&oh=21bc210161de2a47e0973b10ae830ae8&oe=61317E9C,1566,444,[]
EXTREME WEATHER ALERT: Updates on the situation in the City of Manila,2021-07-24 16:06:05,,596,540,[]
"COVID-19 MONITORING: Latest coronavirus data in the City of Manila, as of July 24, 2021.

#AlertoManileno #COVID19PH",2021-07-24 14:46:54,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/222002518_1164784710672883_8143548426127677690_n.jpg?_nc_cat=107&ccb=1-4&_nc_sid=8024bb&_nc_ohc=Ta2YUZWXf44AX_TJfjg&_nc_ht=scontent.fmnl9-2.fna&oh=915fc90b0b5dc10e8db369e0e0bdd27c&oe=6133F605,381,7,[]
"TINGNAN: Kasalukuyang namamahagi ng hot meals ang Manila Department of Social Welfare (MDSW) sa evacuees mula sa Baseco at Isla Puting Bato na nananatili sa Jose Abad Santos High School at Brgy. 101 CoveredHigit pa Court.

Kaugnay nito, patuloy naman ang pagpapaala ni Mayor Francisco 'Isko Moreno' Domagoso sa mga Manilenyo na mag-ingat at manatiling nakaalerto sa gitna ng malakas na pagbuhos ng ulan sa lungsod.

#AlertoManileno",2021-07-24 14:23:04,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/221732368_1164771557340865_1746501304781766543_n.jpg?_nc_cat=107&ccb=1-4&_nc_sid=110474&_nc_ohc=ysxwGcvW4tgAX_txkUK&_nc_ht=scontent.fmnl9-2.fna&oh=266bad7d8a707e09c395a53686eb196f&oe=61311AB5,190,1,[]
"LOOK: The Manila Department of Social Welfare (MDSW) prepared hot meals and food boxes for families currently staying at the Jose Abad Santos High School evacuation site.

Manila Disaster Risk Reduction andHigit pa Management Office personnel led by Dir. Arnel Angeles evacuated residents of Isla Puting Bato as well as Baseco earlier today due to heavy rains and continuous rise of floodwaters in the said areas.

#AlertoManileno",2021-07-24 13:43:46,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/222028076_1164747990676555_1284735685824334566_n.jpg?_nc_cat=103&ccb=1-4&_nc_sid=110474&_nc_ohc=h4mnCb1-3_oAX_8yAAE&_nc_ht=scontent.fmnl9-2.fna&oh=dad5b025f4f1a706847a9b918a4ed713&oe=6133F803,431,8,[]
"EXTREME WEATHER ALERT: The Manila Disaster Risk Reduction and Management Office (MDRRMO) monitored some flooded areas in the City of Manila Saturday afternoon following continuous heavy downpour.

The followingHigit pa are the areas with gutter deep to tire level flood

GUTTER DEEP (Passable to all types of vehicles)
Baseco Market
Taft PNU
Finance Road (National Museum)
PNU to Ayala
Quirino Avenue going to Vito Cruz
P. Ocampo to Roxas Blvd

HALF TIRE LEVEL (Not Passable to Light Vehicles)
Finance Road facing Burgos
UN Station
Taft Luneta
Pedro Gil
Quirino Avenue
Padre Faura
Taft Kalaw
Kalaw to Roxas Blvd

TIRE LEVEL (Not Passable to all types of vehicles)
Taft NBI

The public are highly advised to take extra precautions amid the inclement weather.

#AlertoManileno",2021-07-24 13:13:25,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/219614299_1164731910678163_8488489814140851955_n.jpg?_nc_cat=100&ccb=1-4&_nc_sid=8024bb&_nc_ohc=c3ejsJUYr54AX8Nqk4a&_nc_ht=scontent.fmnl9-1.fna&oh=f7489323357723a2d7691ba94359d8cf&oe=61335DA4,492,24,[]
"IN PHOTOS: Manila Disaster Risk Reduction and Management Office Director Arnel Angeles personally overseeing the ongoing evacuation operations at Isla Puting Bato. Evacuees will be transferred to Jose AbadHigit pa Santos Elementary School.

Evacuation at Baseco Evacuation Center is likewise ongoing as part of the city's preventive measures among the public.

#AlertoManileno",2021-07-24 11:19:23,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/223968277_1164670357350985_4342052183795749322_n.jpg?_nc_cat=105&ccb=1-4&_nc_sid=8024bb&_nc_ohc=1DxeW1go5_wAX-u2Aru&_nc_ht=scontent.fmnl9-2.fna&oh=895bc6b08b5bbb19df5d2e60e8c05dd1&oe=6133331F,322,5,[]
"EXTREME WEATHER ALERT: The Manila Disaster Risk Reduction and Management Office (MDRRMO) monitored some flooded areas in the City of Manila early Saturday, July 24, following continuous heavy downpour.

TheHigit pa following are the areas with gutter deep to half tire deep flood

GUTTER DEEP (Passable to all types of vehicles)
Fugoso St. going to Quiricada St.
Quintos St. going to Lacson Ave
Roxas Blvd. cor. Pedro Gil
Roxas Blvd. cor. Kalaw
Roxas Blvd. cor. Katigbak
Espana cor. Dela Fuente
Finance Road
UN Kalaw
Taft Luneta
Padre Faura infront of PGH
M. Adriatico infront of Robinsons Place Manila
Padre Faura cor. Mabini to UN Avenue

HALF KNEE LEVEL (Not Passable to light vehicles)
Avenida to Doroteo Jose Station

HALF TIRE LEVEL (Not Passable to Light Vehicles)
Baseco Exit
Taft Kalaw
Kalaw to Roxas Blvd
UN Station
Taft NBI
Quirino Station
Padre Faura
P. Ocampo
Quirino going to Vito Cruz
P. Ocampo to Roxas Blvd

Moderate to at times intense rains is expected to prevail over the nation's capital. The public are highly advised to take extra precautions amid the inclement weather.

#AlertoManileno",2021-07-24 11:04:11,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/222816085_1164662514018436_7552313784017842409_n.jpg?_nc_cat=109&ccb=1-4&_nc_sid=8024bb&_nc_ohc=ma_8u5EPsMsAX_iv9ee&_nc_ht=scontent.fmnl9-2.fna&oh=009f52130e5057e1a15547e5eeb91a2c&oe=6133FB80,1501,197,[]
"Congratulations, Team Manila!

Narito po ang vaccination data ng ating lungsod as of today, July 23 at 9pm. Pumalo na po sa 1,157,017 vaccine doses ang naiturok na sa ating mga kababayan sa pangunguna ManilaHigit pa Health Department.

Matutunghayan din po ninyo rito ang breakdown ng 30,190 doses ng bakunang na-deploy ngayong araw ng Huwebes. Nasa 94.66% naman po sa mga nakatakdang mabigyan ng second dose ang tumanggap nito.

Sama-sama tayo tungo sa tuluyang pagsugpo sa COVID-19 mga Batang Maynila! Maraming salamat po sa inyong patuloy na pakikiisa sa ating #VaccineNation campaign. 🙏🏼

Manila, God first! ☝️ —Mayor Isko Moreno Domagoso",2021-07-23 21:31:46,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/221112852_1164277674056920_4038923242988417340_n.jpg?_nc_cat=107&ccb=1-4&_nc_sid=110474&_nc_ohc=Efb5gFkdW7QAX-IZD6z&_nc_ht=scontent.fmnl9-2.fna&oh=776a498d77945ee03233ff76f27d53df&oe=613107E6,576,28,[]
"Attention. Please share with your loved ones.

Magpapatuloy po bukas, July 24, ang COVID-19 MASS VACCINATION sa Lungsod ng Maynila.

MAHALAGANG PAALALA po para sa lahat:

Idaraos po ang pagbabakuna hanggang 7pm.Higit pa Hinihikayat namin ang lahat na magtungo sa ating vaccination sites sa iba pang mga oras upang makaiwas sa siksikan. Nais po naming matiyak ang kaligtasan ninyo.

Isasagawa po ang FIRST DOSE vaccination ng mga kabilang sa A1, A2, A3, A4, at A5 priority groups sa 17 school sites, apat na mall sites, at sa Holy Trinity Academy.

Makatatanggap din po ng kanilang SECOND DOSE ng PFIZER ang mga kabilang sa A1, A2, A3, A4, at A5 priority groups na hindi nakapunta sa kanilang second dose vaccination schedule noong May 13 hanggang July 19, 2021. Idaraos ito sa Universidad de Manila.

Para po sa lahat ng magpapabakuna, ipakita lamang po ang inyong printed waiver form o QR code para sa verification.

Dalhin din po ang inyong ID at huwag kalimutan ang pagsunod sa minimum health protocols pagdating sa vaccination site. Maraming salamat po.

Manila, God first! ☝️ —Mayor Isko Moreno Domagoso",2021-07-23 19:14:33,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/218338459_1164196907398330_8902120663483611806_n.jpg?_nc_cat=108&ccb=1-4&_nc_sid=110474&_nc_ohc=_D7gOtMCeX8AX-FE239&_nc_ht=scontent.fmnl9-1.fna&oh=684c0d3e9cea0fdd08202ba8af3f879b&oe=6132DE6D,1954,608,[]
"Delta variant update | Senior allowance update | Vaccination update (1st dose and 2nd dose) | COVID-19 Update | Itanong Mo Kay Yorme!

#BagongMaynila #TheCapitalReport",2021-07-23 18:43:22,,523,889,[]
"TINGNAN: Pinangunahan nina Manila City Mayor Francisco 'Isko Moreno' Domagoso, Vice Mayor Maria Sheilah 'Honey' Lacuna-Pangan, at Manila Department of Social Welfare (MDSW) Director Re Fugoso ngayong araw,Higit pa ika-23 ng Hulyo ang pagpapasinaya sa bago at mas maayos na opisina ng MDSW sa Manila City Hall.

Ayon sa Alkalde, bahagi ito ng tuloy-tuloy na pagpapaunlad ng Panahalaang Lungsod sa mga pasilidad nito kasabay ng pagbibigay ng mas mahusay serbisyo sa bawat Manilenyo.

(Photos by Christian Turingan / MPIO)

#AlertoManileno",2021-07-23 16:23:14,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/217616557_1164116230739731_7699525303672304212_n.jpg?_nc_cat=107&ccb=1-4&_nc_sid=110474&_nc_ohc=S84HkuRc4wIAX-QIhaL&_nc_ht=scontent.fmnl9-2.fna&oh=c5307b4e51f80af4d9aa5b7bc72d486d&oe=6131353F,1204,15,[]
"COVID-19 MONITORING: Latest coronavirus data in the City of Manila, as of July 23, 2021.

#AlertoManileno #COVID19PH",2021-07-23 14:26:52,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/221464413_1164065597411461_3997522786669191418_n.jpg?_nc_cat=102&ccb=1-4&_nc_sid=110474&_nc_ohc=VLh2hAE2xVUAX8OkSN2&_nc_ht=scontent.fmnl9-2.fna&oh=384cec85f28ba05e9add5f135527ea9e&oe=6132B923,463,18,[]
"TINGNAN: Nagsagawa ng cleaning operation ang mga kawani ng New Arranque Market, Pampanga Market, Divisoria Market, Central Market, Pritil Market, Dagonoy Market, Obrero Market at Sampaloc Market ngayong umaga ng Biyernes, July 23.

#AlertoManileno",2021-07-23 09:56:36,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/217881515_1163949130756441_8462108660973941464_n.jpg?_nc_cat=100&ccb=1-4&_nc_sid=110474&_nc_ohc=0W5psJrd0fwAX9wmUFX&_nc_ht=scontent.fmnl9-1.fna&oh=fbd592baad8a6687869bc26e4bd9f132&oe=61348636,208,5,[]
,2021-07-23 09:03:40,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/219436906_1163924317425589_1141116530003762385_n.jpg?_nc_cat=107&ccb=1-4&_nc_sid=110474&_nc_ohc=KIQ-sTAZ50QAX8Vvn-p&_nc_ht=scontent.fmnl9-2.fna&oh=53d1b98b4b12a1903b209e8830681f1c&oe=6131E18D,773,34,[]
